entno,corpname,code,crno
00930321,하이골드오션8호국제선박투자회사,159650,2201110087065
00307037,더스텔라,065310,1101110704896
00695464,차이나그레이트스타인터내셔널리미티드,900040,
01245062,코오롱티슈진,950160,
00123152,보루네오가구,004740,1201110004599
01086812,케미메디,205290,2149110029051
00961136,씨티네트웍스,189540,1344110033588
00893923,이푸른,185280,1344110043199
00938688,SBI핀테크솔루션즈,950110,
00530796,미성포리테크,094700,1211110071969
00671437,파인넥스,123260,1101112015273
00102681,고려개발,004200,1101110052037
00814810,엠에프엠코리아,251960,1101112641185
01186811,티에스트릴리온,284610,1101113737371
01066030,드림티엔터테인먼트,220110,1101114146745
00526447,동북아12호선박투자회사,083370,1801110514249
00435297,맥쿼리인프라,088980,1101112672586
00598587,인터파크,108790,1101113573668
01138993,원바이오젠,278380,1760110047149
01107665,크리스탈신소재,900250,
00351418,코리아오토글라스,152330,1647110007507
00843830,카이노스메드,220250,1101113698656
00647935,하나유비에스암바토비니켈해외자원개발2호,099350,1101113757915
00647883,하나유비에스암바토비니켈해외자원개발1호,099340,1101113758070
00159412,한국제지,002300,1101110002818
00100258,에스마크,030270,1511110001366
00255141,글로앤웰,035480,1101111535272
00757816,모다,149940,1101110819932
00599887,신텍,099660,1942110046004
00601641,리드,197210,1311110047463
00261735,위노바,039790,1341110046313
00154392,에스트라,016570,1101110339443
00122339,이매진아시아,036260,1311110004603
01511558,네오이뮨텍,950220,
00159290,한국아트라스비엑스,023890,1601110003486
00116356,동성화학,005190,1801110007690
01337114,구스앤홈,329050,1101114871706
00389970,다날,064260,1101111435810
00609485,웅진에너지,103130,1601110214702
00176835,농우바이오,054050,1301110015049
00121507,무림SP,001810,1701110001082
00288495,홈센타홀딩스,060560,1760110003901
00173944,우진,105840,1345110001814
00132992,성우하이텍,015750,1801110042612
00786331,에스앤씨엔진그룹리미티드,900080,
00638487,파수,150900,1101111991680
00482426,인화정공,101930,1942110032988
00111874,대원산업,005710,1301110007533
00109286,대동,000490,1911110000104
00146719,일화모직공업,001590,1348110001587
00129350,삼화콘덴서공업,001820,1345110003696
00144252,유니온,000910,1101110200579
00287812,에코바이오,038870,1101111448128
00303217,우진플라임,049800,1101110822993
00389387,라임,065160,1101111424384
00134723,페이퍼코리아,001020,2111110000042
00208134,KNN,058400,1801110162585
00167192,넥센,005720,1846110000583
00125938,삼보판지,023600,1243110011322
00442905,대성파인텍,104040,1901110037223
00954242,하이골드오션12호국제선박투자회사,172580,2201110098327
01036446,서연이화,200880,1101115455476
00455112,금빛,045890,1211110068750
00112970,대한방직,001070,1101110019350
00129554,갤럭시아에스엠,011420,1301110008771
00110307,대선조선,031990,1801110001361
01068348,러셀,217500,1101115677864
00441128,아리온,058220,1341110069357
00612115,유디피,091270,1101112115289
00297961,케이맥,043290,1601110058077
01236286,컬러레이,900310,
00364111,다이노나,086080,1101111649627
00365457,제이티,089790,1211110061910
01251595,압타바이오,293780,1358110168906
01015726,미래테크놀로지,213090,1101111431347
00361008,HSD엔진,082740,1942110038423
00650629,SBS미디어홀딩스,101060,1101113852856
00186939,특수건설,026150,1101110115885
01169434,오가닉티코스메틱,900300,
00353230,프리젠,060910,1342110036247
00163691,유수홀딩스,000700,1101110003262
01148909,휴럼,284420,1101113295022
00194275,코너스톤네트웍스,033110,1101110424129
01114559,씨엔티드림,286000,1601110294176
00113492,깨끗한나라,004540,1101110063779
00207755,지에스홈쇼핑,028150,1101111111444
00133663,세동,053060,1845110001541
01137897,에스지에이클라우드서비스,224880,1353110014761
01025644,강스템바이오텍,217730,1101114461002
00132318,성광벤드,014620,1801110036425
00799070,이스트아시아홀딩스,900110,
00475985,시너지이노베이션,048870,1101111530959
00604028,피코그램,376180,1101112463654
00110051,에스케이머티리얼즈,036490,1901110006971
00260392,대원전선,006340,1348110001181
00151605,CBI,013720,1201110007238
00379016,이엘케이,094190,1601110081614
00415327,중앙백신,072020,1601110042533
00111421,휴니드테크놀러지스,005870,1341110005202
00523307,다원시스,068240,1350110049607
00128980,삼호개발,010960,1101110190340
00563147,에스에이티,158300,1355110151048
00149354,종근당홀딩스,001630,1101110028955
00198378,녹십자셀,031390,1101110889985
00486705,아주스틸,139990,1760110020145
00153524,태림포장,011280,1301110010015
00962223,지니언스,263860,1311110131159
00274933,신세계푸드,031440,1101110305288
00267881,보성파워텍,006910,1301110007765
01109715,DSC인베스트먼트,241520,1101114778267
01489648,솔브레인,357780,1311110597525
00105156,극동유화,014530,1845110001335
01262023,루트락,253610,1211110269473
00116073,그린기술투자,025340,1601110020406
00414540,대주이엔티,114920,1201110051590
01437858,진시스템,363250,1615110116305
00176792,오렌지라이프생명보험,079440,1101110803092
00366793,에스제이케이,080440,1615110016357
00117258,한화갤러리아타임월드,027390,1601110003410
00351630,세코닉스,053450,1158110006449
01262032,롯데정보통신,286940,1101116557114
00838500,엘브이엠씨,900140,
00874195,코썬바이오,204990,1101113505421
00867098,티로보틱스,117730,1311110126936
00481223,넥스피안,079560,1101112332221
00568461,보광산업,225530,1743110003882
00145163,파미셀,005690,1601110005177
00365989,용평리조트,070960,1450110002801
00536286,윈팩,097800,1344110020543
00989327,엘피케이로보틱스,183350,2849110048411
00668965,지오엘리먼트,311320,1313110059571
00138695,뉴아세아조인트,013340,1101110233439
00146649,일진홀딩스,015860,1201110011990
01070149,올리패스,244460,1101113562570
00601191,하나기술,299030,1348110080937
00148443,제일파마홀딩스,002620,1101110026652
00164672,한일현대시멘트,006390,1101110111867
00107066,남광토건,001260,1101110017411
00525864,피앤씨테크,237750,1341110064711
01454341,플래티어,367000,1101113175969
00291231,우전,052270,1101111459969
00399694,아프리카TV,067160,1101111263203
00148939,조광피혁,004700,1501110001036
00100957,건영,012720,1101110221202
00966168,디알젬,263690,1101112863789
01290248,스코넥,276040,1101112499641
00384887,에이테크솔루션,071670,1345110051645
00438036,팅크웨어,084730,1101111394420
01255652,레이크머티리얼즈,281740,1101116525723
00664181,인텔리안테크,189300,1101112948086
00117337,동양,001520,1101110005333
01058101,라파스,214260,1101113430040
01213586,아이디피,332370,1101113356410
00929778,세기리텍,199870,1945110008610
00187770,한국파마,032300,1801110059112
00405506,삼영에스앤씨,361670,1311110050086
00268181,에스피컴텍,039110,1101110934384
00137289,이라이콤,041520,1301110004620
01353024,TS트릴리온,317240,1101116982139
00552992,진매트릭스,109820,1101112124389
00173731,씨앤에스자산관리,032040,1101110266620
00396925,엠로,058970,1101111906887
01141942,액트로,290740,1352110033862
01190124,미디어젠,279600,1101112001842
00524421,테스,095610,1345110064482
00556712,힘스,238490,1101111634272
00184667,유진기업,023410,1101110376148
00491336,잘만테크,090120,1351110047972
00556615,모바일어플라이언스,087260,1311110115054
00115472,미주제강,002670,1201110000711
00447760,미래컴퍼니,049950,1101110911192
01084294,오토앤,353590,1352110032202
00474588,한중엔시에스,107640,1701110090291
00128032,삼일제약,000520,1101110016679
01275665,리메드,302550,1311110100021
00118284,동일금속,109860,1701110020397
00442145,아바코,083930,1701110166737
00411446,큐에스아이,066310,1615110037709
01137295,프리시젼바이오,335810,1601110265995
01098792,본느,226340,1101115794478
01391103,브랜드엑스코퍼레이션,337930,1101116496172
00532129,영림원소프트랩,060850,1101110944036
01459212,원준,382840,1348110166589
00352000,하우리,049130,1101111522534
00244747,파크시스템스,140860,1101111397648
01234297,미원에스씨,268280,2101110123944
00763473,코스메카코리아,241710,1545110016091
00140946,한솔로지스틱스,009180,1101110150659
01014657,비즈니스온,138580,1101113805293
00578325,럭스피아,092590,1101111936579
00442048,아바텍,149950,1701110179623
00663289,위월드,140660,1601110101024
01335453,오하임아이엔티,309930,1101116891801
00236863,희림,037440,1101110660806
00122056,미창석유공업,003650,1801110000537
00147152,유니크,011320,1801110024496
01089350,켐트로스,220260,1101115723120
00977377,에이비온,203400,1101113660142
01029394,에코마케팅,230360,1101112743866
00494546,오비고,352910,1101112739998
00493501,씨디네트웍스,073710,1101111981649
00267979,한일화학,007770,1201110003111
00890388,지성이씨에스,138290,1101112501230
00530121,디에스케이,109740,1341110045290
00203847,국일신동,060480,1201110082793
00166272,화승코퍼레이션,013520,1845110001252
00965813,미투온,201490,1101114358382
01453670,휴럼,353190,1101117442710
00488989,한양디지텍,078350,1348110094160
00811372,노바렉스,194700,1501110120399
00579139,한국맥널티,222980,1101111495971
00765851,위더스제약,330350,1101113069534
00659815,금오하이텍,165270,1115110049291
00117072,동양건설산업,005900,1101110004038
00983916,제노포커스,187420,1601110095821
00107303,피엔에스커튼월,033220,1942110001438
00393618,제노텍,066830,1601110064157
01022902,애드바이오텍,179530,1101111999444
00162063,한신공영,004960,1101110075683
00216027,바이넥스,053030,1801110058742
00350738,제네시스디벨롭먼트홀딩스,053320,1101111426215
00407771,듀오백,073190,1201110040676
00259545,엠에스오토텍,123040,1712110005114
00317089,한국애보트진단,066930,1301110050615
00133715,대주코레스,008340,1101110138168
01050738,솔트룩스,304100,1101110301632
00946030,로보티즈,108490,1101111670044
00138516,아남전자,008700,1201110018300
00122728,범양사,002480,1101110016091
00123967,부산도시가스,015350,1801110039495
00108649,TPC,048770,1101110245575
00231044,우리기술,032820,1101111118656
00609324,뷰웍스,100120,1101111775894
00117498,스틱인베스트먼트,026890,1243110008204
00156956,한국기업평가,034950,1101110362808
00450995,대모,317850,1101110633556
01429840,아이티아이즈,372800,1101114934273
01035289,모두투어리츠,204210,1101115313731
00143794,원림,005820,1101110095152
01267222,캐리소프트,317530,1101115551646
01158632,진코스텍,250030,1314110243742
00293886,위닉스,044340,1301110026260
00911229,라온테크,232680,1201110216699
00162780,한일건설,006440,1101110016190
00183215,케이디지엠텍,032290,1348110002147
00363769,한국전자금융,063570,1101111848980
00175650,케이씨더블류,068060,1701110033093
01139497,에스제이켐,217910,1647110011772
00860730,에이리츠,140910,1101114464501
00146232,일성건설,013360,1101110234776
01359736,프로이천,321260,1101117042271
01003040,케이사인,192250,1101115300647
01117918,셀젠텍,258250,2001110168265
01203507,에스엠비나,299670,1101115928366
00145260,율촌화학,008730,1101110145147
00241236,씨엘인터내셔널,037340,1101111299125
00114686,동구바이오제약,006620,1101110352156
00118965,티에이치엔,019180,1701110022781
01406618,비올,335890,1101117221677
00660459,나노씨엠에스,247660,1648110026753
00125488,삼륭물산,014970,1156110001401
00687711,한국철강,104700,1942110094318
00260879,카페24,042000,1101111698145
00138747,아세아텍,050860,1741110000098
00861100,아이케이세미콘,149010,1101112016635
00112907,코원에너지서비스,026870,1101110235617
00304915,코리아에셋투자증권,190650,1101111844970
00362159,웰크론,065950,1101110860216
01235296,셀리드,299660,1101113572636
01066058,파마리서치바이오,217950,1311110242344
01303029,알비더블유,361570,1101114297944
01416235,미투젠,950190,
01293388,무진메디,322970,1101116098324
00867478,아시아종묘,154030,1101113036096
00157991,한국석유공업,004090,1101110048490
01311286,퀀타매트릭스,317690,1101114481274
00110875,대신정보통신,020180,1101110542484
01311310,지아이텍,382480,1648110065785
01037542,바이옵트로,222160,1311110051034
01475609,디앤디플랫폼리츠,377190,1101117420211
00606886,엔지켐생명과학,183490,1601110084890
01394377,이지스밸류플러스리츠,334890,1101117173224
00118008,동원금속,018500,1701110021816
00138303,쌍용정보통신,010280,1101110307870
00561732,아스플로,159010,1350110119749
00983934,아이스크림에듀,289010,1101115125649
01353848,이노벡스,279060,1358110239187
00132354,쿠쿠홀딩스,192400,1845110000634
00163716,한창,005110,1801110000602
00218052,국제엘렉트릭코리아,053740,1615110012389
00595243,엔스퍼트,098400,1101112329765
00133238,성지건설,005980,1101110098940
00143907,원일특강,012620,1101110220288
00132202,선진뷰티사이언스,086710,1350110029576
00657987,KX,122450,1101112093237
00417167,풍원정밀,371950,1350110049673
01436558,신한서부티엔디리츠,404990,1101117343356
00178754,동아지질,028100,1801110019843
00631837,안트로젠,065660,1101111909906
00914040,씨엠에스에듀,225330,1101112828353
00441243,형지엘리트,093240,1101112507551
00159254,한국전자홀딩스,006200,1101110101470
01360875,탑머티리얼,360070,1311110304011
01267967,마이크로디지탈,305090,1348110073536
00125576,체시스,033250,1748110004244
00326731,바이오니아,064550,1601110032542
01203376,유비쿼스,264450,1311110475341
01276594,신한알파리츠,293940,1101116601135
00367385,효성오앤비,097870,1648110001094
01027794,브이원텍,251630,1311110164978
00632793,전진바이오팜,110020,1701110273433
01366824,제이엠멀티,254160,1101113865643
00168401,금비,008870,1201110002022
00142591,셰프라인,012250,1345110001608
01407909,원텍,336570,1101117232799
00648721,SNT에너지,100840,1942110090598
00145914,인터엠,017250,1101110357403
00329093,코데즈컴바인,047770,1101111187031
01264872,이노뎁,303530,1101113820738
00266943,넥슨지티,041140,1101110984587
00493431,자안바이오,221610,1244110043349
00800084,씨케이에이치,900120,
01208849,나인테크,267320,1101116353116
01338724,에스앤케이,950180,
01257872,에스퓨얼셀,288620,1311110367986
01135640,이삭엔지니어링,351330,1101113569865
00150633,지누스,013890,1347110002553
00136341,신성통상,005390,1101110003345
01182240,배럴,267790,1101114256924
00530185,이엔에프테크놀로지,102710,1101111957195
00360142,아이마켓코리아,122900,1101112125262
01187458,에스알바이오텍,270210,1311110188085
01046708,바디텍메드,206640,1101115527168
00298687,스포츠서울,039670,1101111840928
00256955,테이팩스,055490,1201110095499
00101549,경동제약,011040,1201110003765
00688358,하이즈항공,221840,1101112376401
01119387,이에스산업,241510,1648110062541
01140837,이지트로닉스,377330,1345110132792
00247975,솔브레인홀딩스,036830,1101110610083
00139454,애경산업,018250,1101110398275
00599151,SV인베스트먼트,289080,1101113433440
00468374,원익QnC,074600,1760110035615
01532603,화승알앤에이,378850,2341110120538
00577016,수산아이앤티,050960,1101111518830
01399071,고바이오랩,348150,1101115487437
00398701,엘앤에프,066970,1760110022654
00534598,한컴라이프케어,372910,1345110021549
00544577,에이피티씨,089970,1348110068248
01409022,에이디엠코리아,187660,1101112887193
00862880,새빗켐,107600,1713110007259
01344202,뷰노,338220,1348110319279
00102353,경창산업,024910,1701110007733
00107224,남선알미늄,008350,1701110005042
00226228,한프,066110,1101111011561
01510489,프레스티지바이오파마,950210,
00872850,비지스틸,179440,1717110069201
00369107,우리바이오,082850,1350110103198
00428321,해태제과식품,101530,1615110044225
00815095,우리이앤엘,153490,1314110212929
00378363,3S,060310,1101110746474
00347877,세영디앤씨,052190,1101111093882
01067242,비엘사이언스,228180,1101114150457
01183407,이십일스토어,270020,1412110061047
00964595,엔바이오니아,317870,1101112152067
01415892,제이알글로벌리츠,348950,1101117263728
00121534,MH에탄올,023150,1901110003563
01436628,이지스레지던스리츠,350520,1101117375375
00523936,HB솔루션,297890,1311110065514
00111458,대영포장,014160,1101110254104
00159005,생고뱅코리아홀딩스,002000,1101110027345
00152862,코오롱,002020,1101110030528
00264945,나이스정보통신,036800,1101110574453
00397243,티에스엠텍,066350,1101111513137
00454399,이상네트웍스,080010,1101111892010
00218575,황금에스티,032560,1101110504195
00991191,앱클론,174900,1101114379213
00241209,모아텍,033200,1101110613607
00248053,지에스엔텍,037640,1812110008699
01350638,티티씨디펜스,309900,1101116526052
00910202,대동고려삼,178600,1101112481044
01201590,에브리봇,270660,1311110396927
00245694,남화산업,111710,2001110021009
00134316,세원정공,021820,1701110039207
01116274,엠앤씨생명과학,225860,1311110300960
01301623,비씨엔씨,146320,1342110058902
00872452,미래오토스,176440,1311110218642
00113614,대현,016090,1101110319320
01309388,티라유텍,322180,1101113516105
00113058,한화생명,088350,1101110003204
00139685,양지사,030960,1101110244965
00276834,KX하이텍,052900,1648110010780
00114808,동국제약,086450,1101110094477
00103042,케이씨티시,009070,1101110149446
00106614,기신정기,092440,1201110046476
00138190,GS글로벌,001250,1101110031479
01117592,인터코스,240340,1201110729155
00120508,롯데푸드,002270,1101110033722
00120872,만호제강,001080,1801110054659
00830447,수프로,185190,1101112035130
01160974,바이오에프디엔씨,251120,1201110388092
00334615,콜마파마,038710,1101110867692
00565215,굿센,243870,1101113091107
00264787,럭슬,033600,1243110006521
00980043,비플라이소프트,148780,1401110011243
01265251,압타머사이언스,291650,1717110093010
00139205,안국약품,001540,1101110026420
01267684,쿠쿠홈시스,284740,1355110319406
00126779,삼아알미늄,006110,1341110002365
00975290,에이스토리,241840,1101112929276
00411905,테라셈,182690,1344110015932
00770312,마니커에프앤지,195500,1345110080529
00490090,이지케어텍,099750,1101112165838
00681373,디지캡,197140,1101111928295
00602172,와이엠티,251370,1201110185810
00245898,에스에이치엔엘,050320,1101111185423
00157104,대동전자,008110,1101110134819
00110060,대백저축은행,026970,1701110004044
00425254,나우코스,257990,1211110074525
00877174,엠브레인,169330,1101111670234
00905316,하이골드오션3호선박투자회사,153360,2201110087057
00373571,룽투코리아,060240,1101110958590
00867973,서남,294630,1311110128338
00614478,휴메딕스,200670,1101112727141
00828761,레이,228670,1345110084018
00112004,알바이오,003190,1101110006448
00104698,LS네트웍스,000680,1801110044717
00122348,방림,003610,1101110035108
00664288,스페이스솔루션,245030,1101112697609
00141149,영진약품,003520,1101110043127
01264438,자이언트스텝,289220,1101113909839
00170877,진로발효,018120,1301110009365
00351995,지에스이,053050,1101110624969
01013694,인카금융서비스,211050,1101113773094
00136721,신영증권,001720,1101110006612
00116824,동아쏘시오홀딩스,000640,1101110017990
01341630,이노룰스,296640,1101113598616
00963000,썬테크,217320,2013110007757
01159853,휴온스,243070,1311110446029
01337017,이앤에치,341310,1154110026255
01021949,덱스터,206560,2850110209804
00304401,텔라움,047730,1243110038730
00450931,우양에이치씨,101970,1350110062633
01329957,국전약품,307750,1101116868529
00135777,신대양제지,016590,1301110008789
00866594,미애부,225850,1101112869282
00303703,CS,065770,1101111644809
00877819,데이타솔루션,263800,1101114504901
00367844,자이에스앤디,317400,1101111934557
00411048,에스앤에스텍,101490,1311110057925
01357446,퓨런티어,370090,1311110230307
00656951,현대이지웰,090850,1101112693235
00101752,케이씨피드,025880,1747110000187
00116426,코센,009730,1101110162191
00127200,삼영전자공업,005680,1311110000205
00186452,광무,029480,1101110779152
00147222,전방,000950,1101110005664
00231707,비트컴퓨터,032850,1101110397699
00159731,글로본,019660,1101110514011
00106456,지앤엘,014590,1101110353659
00164308,이마트에브리데이,010090,1101110167498
01199727,샘씨엔에스,252990,1311110449718
00569691,디엔에프,092070,1601110109896
00364795,레드로버,060300,1101111282740
00158219,시그네틱스,033170,1101110070815
00821607,알톤스포츠,123750,1101114313807
00105475,금강철강,053260,1101110207799
00385336,홈캐스트,064240,1101111954513
00146296,일신석재,007110,1101110153273
00147295,전북은행,006350,2101110000043
00145464,이구산업,025820,1301110009498
01135057,녹십자웰빙,234690,1345110083218
01108442,에치에프알,230240,1101115855973
00154329,태평양물산,007980,1301110010031
00129411,삼환기업,000360,1101110020307
00109161,태경케미컬,006890,1101110040793
00529815,오디텍,080520,2149110013103
01084364,엔지스테크널러지,208860,1101111574709
00101628,경방,000050,1101110013287
00816544,토니모리,214420,1101113500249
00232007,상지카일룸,042940,1311110004554
00363486,로체시스템즈,071280,1301110045012
01011395,레몬,294140,1760110078920
00111865,미래SCI,028040,1812110003835
00823429,한국화장품,123690,1101114342228
00257149,지더블유바이텍,036180,1701110074493
01032583,고려시멘트,198440,1101115403623
00297095,나라엠앤디,051490,1942110033580
00303396,한국컴퓨터,054040,1760110008737
01061327,클래시스,214150,1101115618355
00616962,린드먼아시아,277070,1101113489154
01524093,DL이앤씨,375500,1101117736808
00145880,현대제철,004020,1201110001743
00885906,에이치와이티씨,148930,1101113364372
00172185,남성,004270,1101110054760
00174004,유성기업,002920,1243110000755
00683469,일진전기,103590,1348110159279
00249034,드림라인,035430,1101111447021
01011526,엔켐,348370,1512110026289
00665630,테라텍,151750,1358110073759
00985686,큐브엔터,182360,1101115192036
00317210,성호전자,043260,1101110145860
00442561,에프알텍,073540,1101112090168
00305668,새론오토모티브,075180,1615110030026
00480783,상신이디피,091580,1348110016007
00571483,오이솔루션,138080,2001110180384
00974927,NEW,160550,1101113922550
00123107,보락,002760,1348110004474
01089855,맘스터치앤컴퍼니,220630,1101115727396
00264635,에스넷,038680,1101111647671
01032404,콜마비앤에이치,200130,1101115399517
00125725,디모아,016670,1101110340979
00683007,엑스큐어,070300,1350110106150
00392691,젬백스링크,064800,1101111931230
00899459,레이언스,228850,1348110216516
00357935,HDC현대EP,089470,1650110006768
01060744,한솔제지,213500,1101115604700
00450339,에스에프씨,112240,1101110824204
00863038,윌링스,313760,1314110144073
00220561,광주신세계,037710,2001110054795
00165343,혜인,003010,1101110030413
00155258,포스코스틸리온,058430,1746110006492
00148595,제일테크노스,038010,1746110001179
00945457,아이진,185490,1101112005018
00200910,아이즈비전,031310,1801110132801
00409964,하이텍팜,106190,1545110012907
00317104,라이온켐텍,171120,1601110004947
00159218,한전KPS,051600,1101110371148
00126089,대유플러스,000300,1101110085541
00129615,상보,027580,1243110024177
00574611,SDN,099220,1101111020299
01064069,토박스코리아,215480,1101115648518
00303794,쇼박스,086980,1101111712309
00549925,루트로닉,085370,1101111437379
00233653,한국토지신탁,034830,1101111258220
00225742,KT서브마린,060370,1801110181428
00762377,씨앗,103660,1101113438507
01412938,베른,322190,1648110113039
01063237,플럼라인생명과학,222670,1101115304897
00258689,JYP Ent.,035900,1101111264764
00990262,피노텍,150440,1101113999434
00620868,아이티센,124500,1101113224849
00825959,하이비젼시스템,126700,1101114324127
00331016,에프앤가이드,064850,1101112017922
00141389,영풍정밀,036560,1101110342496
00130772,SBS,034120,1101110731483
01117422,나눔테크,244880,2001110214745
00101220,KG케미칼,001390,1243110008999
00491415,인포바인,115310,1101111877103
00101433,경농,002100,1101110089395
00152686,코리아써키트,007810,1301110026749
00385415,일신바이오,068330,1101111079155
00162993,한일홀딩스,003300,1101110040165
00124027,부산산업,011390,1101110522618
01409095,맥스트,377030,1101114445072
00800145,서진오토모티브,122690,1101114264828
00145686,이화산업,000760,1101110018138
00173102,모나리자,012690,1101110220882
00269889,누리플렉스,040160,1101111029671
00767628,나이벡,138610,1101112940933
00411385,유비쿼스홀딩스,078070,1101112023185
00660291,옵티시스,109080,1301110056407
00318316,대아티아이,045390,1101111195109
00361169,한국전자인증,041460,1101111665350
00258360,위지트,036090,1101111373755
01336373,메드팩토,235980,1358110232363
00118804,동진쎄미켐,005290,1201110003848
00372873,KTis,058860,1101112271510
00361725,에스케이커뮤니케이션즈,066270,1101111322885
01124653,슈프리마,236200,1311110433589
00583442,노루페인트,090350,1341110142575
00867034,듀켐바이오,176750,1101112647604
00332927,제이에스코퍼레이션,194370,1101110554992
00389110,지어소프트,051160,1101111574874
00266952,네오위즈홀딩스,042420,1101111419517
00608440,티앤엘,340570,1345110028404
00398792,SNT모티브,064960,1801110396069
00148920,조광페인트,004910,1801110007088
00306870,손오공,066910,1201110144999
00442455,코스나인,082660,1760110025872
00681142,쌍방울,102280,1101113891169
00563545,두산테스나,131970,1311110082427
00829380,피제이메탈,128660,1101114382878
01170865,네오셈,253590,1101116168614
00159500,한국종합기술,023350,1101110038326
00484682,엘오티베큠,083310,1615110049069
00136165,스페코,013810,1348110001545
01437292,미래에셋맵스리츠,357250,1101117323259
00923792,내츄럴엔도텍,168330,1101112246414
00677334,아하,102950,1101111708085
00454937,덕신하우징,090410,1101110730732
00442570,제우스,079370,1101110600430
00117027,알루코,001780,1601110002313
00580667,S&K폴리텍,091340,1355110101465
01390399,솔트웨어,328380,1101117128211
00261957,한국정보공학,039740,1101110735766
00540641,동양고속,084670,1341110131073
00136864,신원,009270,1101110152770
01182408,소프트캠프,258790,1101116219037
01516368,산돌,419120,1101116908870
00155373,풍강,093380,1341110002141
00137997,현대차증권,001500,1101110019962
00121039,명문제약,017180,1341110013180
00533003,디케이락,105740,1801110121507
00231363,LG유플러스,032640,1101111296676
00355548,한국테크놀로지,053590,1351110045025
00336297,고려신용정보,049720,1101110787080
00137809,SHD,001770,1101110028632
00545929,제넥신,095700,1717110036705
00781202,애머릿지,900100,
01071944,미래생명자원,218150,1101115687615
00833064,엠플러스,259630,1341110106357
00164362,행남사,008800,2011110000276
00405959,스타플렉스,115570,1201110136459
00136457,SH에너지화학,002360,1341110000210
00918222,엘앤케이바이오,156100,1101114017227
00111193,대양전기공업,108380,1801110081389
00442826,대봉엘에스,078140,1243110016976
00159175,한국전기초자,009720,1753110000671
01168383,일동제약,249420,1101116139277
00146083,일동홀딩스,000230,1101110012776
00105101,예스코홀딩스,015360,1101110290778
00490179,플랜티넷,075130,1101111985914
01258710,이노메트리,302430,1345110127040
00242934,케이엠,083550,1450110000540
00678096,맥스로텍,141070,1741110009842
00198697,일진디스플,020760,1545110006076
00220686,에스피지,058610,1243110031213
00429694,파버나인,177830,1201110155011
01049422,썸에이지,208640,1101115545962
00146214,일성신약,003120,1101110039019
00138598,아비코전자,036010,1311110000718
01363924,한국미라클피플사,331660,2844110077460
00560849,에스앤디,260970,1615110028766
00360036,백금T&A,046310,1101111353153
00673976,지스마트글로벌,114570,2001110116941
00125530,SPC삼립,005610,1101110090516
00347716,중앙디앤엠,051980,1101111686728
00857727,하림,136480,2149110034430
01085187,씨알푸드,236030,1512110018814
00803425,코리아에프티,123410,1101114290039
00580065,월덱스,101160,1760110020723
00797364,KC코트렐,119650,1101114255463
00228536,현대에버다임,041440,1101111042574
00118345,디아이동일,001530,1101110019219
00636656,바이오플러스,099430,1101112785355
01096341,넥슨게임즈,225570,1101115781277
00489243,동아엘텍,088130,1341110065470
00476036,에프엔에스테크,083500,1345110059459
00121288,모나미,005360,1101110005052
00146269,일신방직,003200,1101110041717
00157681,롯데정밀화학,004000,1812110000013
00155382,바이오빌,065940,1801110069806
00116408,동신건설,025950,1748110000820
00362201,세운메디칼,100700,1101110324858
00130684,서울도시가스,017390,1101110360399
00608316,대한과학,131220,1101110948997
00157539,KB오토시스,024120,1101110408305
00671978,그리티,204020,1101111773799
00130091,샘표,007540,1101110123797
00147994,새로닉스,042600,1753110000762
00138729,아세아제지,002310,1101110006274
00531014,유진테크,084370,1351110051329
01584934,핑거스토리,417180,1101116679992
00172936,동일산업,004890,1701110002171
00307222,YBM넷,057030,1101111990335
00232821,클라우드에어,036170,1301110023349
00977650,엔케이맥스,182400,1101112421157
01435489,범한퓨얼셀,382900,1942110310912
00369170,인터플렉스,051370,1350110042924
00992871,종근당,185750,1101115260669
00135050,팜젠사이언스,004720,1243110000812
00560122,텔레필드,091440,1101112072330
00364403,쏠리드,050890,1101111603764
00151395,천일고속,000650,1801110006915
00356839,메디콕스,054180,1101111640609
00164636,HDC,012630,1101110279433
00870481,에코캡,128540,1801110602755
00127158,씨아이테크,004920,1101110074479
00235147,에이팸,073070,1801110152057
00530556,예스티,122640,1348110048183
00125743,현대비앤지스틸,004560,1101110065395
01046203,스튜디오산타클로스,204630,1101115488493
01167056,샘표식품,248170,1101116110045
01319899,SK바이오사이언스,302440,1311110523736
00139214,삼성화재해상보험,000810,1101110005078
01023318,센코,347000,1411110025962
00220057,유비케어,032620,1101111105364
01165155,모비스,250060,1101116108587
00959229,세종메디칼,258830,2849110088798
00153126,크라운해태홀딩스,005740,1101110093552
00128661,에스에이엠티,031330,1101110707674
00166519,화천기공,000850,2001110001704
01205329,크라운제과,264900,1101116332590
00799539,제노레이,122310,1101112215261
00641171,인지소프트,100030,1101111887491
00493510,뉴프렉스,085670,1350110103601
00223434,에프에스티,036810,1101110546006
00164779,SK하이닉스,000660,1344110001387
00131504,서한,011370,1701110023002
00210740,대화제약,067080,2111110001529
00864338,웹스,196700,1801110378835
00155735,피제이전자,006140,1101110053465
00579980,아이티엠반도체,084850,1311110046639
00364740,머큐리,100590,1201110230277
01169267,세화피앤씨,252500,1101116153095
00527002,화인써키트,127980,1201110063785
00130383,서부T&D,006730,1101110256788
00146560,일지테크,019540,1701110029802
00325112,프로텍,053610,1349110012243
01135941,원익IPS,240810,1313110163174
00532855,한국유니온제약,080720,1801110007062
