entno,corpname,code,crno
00260985,한빛네트,036720,1101111443079
00264529,엔플렉스,040130,1101111601750
00358545,동서정보기술,055000,1101111259525
00231567,애드모바일,032600,1101111166837
00247939,씨모스,037600,1201110118077
00359614,리더컴,056140,1101111571755
00153551,허메스홀딩스,012400,1101110216047
00344746,유티엑스,045880,1201110163250
00261188,글로포스트,037830,1101111569958
00268020,쏠라엔텍,030390,1101110191900
00269287,보홍,041320,1101110990980
00475286,동북아1호선박투자회사,078420,1801110473809
00250775,에듀아크,046350,1201110063868
00114321,데코,013650,1101110242985
00191108,엘앤씨피,015390,1201110038697
00167378,희훈디앤지,019640,1101110513609
00225210,퓨쳐인포넷,058690,1101110828933
00223346,쓰리디넷,035400,1101110829501
00174129,제일저축은행,024100,1101110090350
00114826,제일창업투자,026540,1701110044834
00173333,현대DSF,016510,1812110002811
00687599,네프로아이티,950030,
00256292,자강,036790,1101111303728
00271431,케이엠에스,038830,1101110954829
00154727,에버리소스,020070,1201110041492
00246189,제이에스,037110,1312110003653
00154204,태창기업,007490,1801110018663
00152631,에이치비이에너지,017300,1753110001281
00107923,남한제지,001950,1101110027303
00358095,코어비트,056850,1301110022929
00510215,동북아8호선박투자회사,082110,1801110501709
00347619,한국통신데이타,045760,1101111631103
00372013,케너텍,062730,1101111465213
00353735,다휘,055250,1159110011511
00186540,코오롱아이넷,022520,1101110712350
00128759,캠브리지코오롱,004620,1341110000517
00535588,네오세미테크,089240,1501110040779
00264981,디에이치패션,045260,1101111468952
00231521,핸디소프트,032380,1101110747943
00159908,케이엠에이치,009690,1101110161333
00259493,씨엘엘씨디,035710,1101111053935
00359641,현대푸드시스템,114410,1345110037695
00103325,고제,002540,1101110036990
00161639,메리츠종합금융,012420,1101110216360
00211271,제넥셀세인,034660,1341110030316
00388272,쓰리디월드,065340,1341110072649
00264796,스톰이앤에프,043680,1601110041733
00134909,소예,035010,1311110002045
00236368,엠엔에프씨,048640,1648110007452
00684547,하이트맥주,103150,1101113927427
00251385,보광티에스,066690,1746110032166
00262682,아인스엠앤엠,040740,1101111697832
00234555,씨엔씨엔터프라이즈,038420,1101111044182
00507257,아이알디,084810,1101111775745
00417963,바이나믹,067850,1101111774622
00543523,코크렙제7호위탁관리부동산투자회사,086720,1101113329631
00300566,엔빅스,054170,1101110890023
00299376,선팩테크,054010,1701110116964
00112068,마이크로닉스,001190,1901110000155
00257194,블루스톤디앤아이,033720,1101110850382
00477372,신지소프트,078700,1101111916836
00465410,맥쿼리센트럴오피스기업구조조정부동산투자회사,076850,1101112914342
00331760,테스텍,048510,1615110021380
00200761,중앙디자인,030030,1101110760937
00268297,에코페트로시스템,042870,1501110030093
00161301,한림창업투자,021060,1601110015572
00237260,헤쎄나,036270,1243110028898
00297970,미래에셋굿라이프혼합형자녀를위한투자회사10-1,037510,1101111815228
00107358,일공공일안경콘택트,032030,1801110057182
00115427,신동방CP,004660,1101110068555
00267474,지앤알,043630,1748110007503
00134051,셀런,013240,1701110013966
00596066,한국베트남15-1유전해외자원개발투자회사,093820,1101113553785
00347363,에이치원바이오,052310,1101111325160
00150226,씨앤중공업,008400,1101110302440
00152914,FnC코오롱,001370,1101110003973
00158839,제너비오믹스,017010,1101110350762
00159281,케드콤,011050,1101110191752
00210537,지엔텍홀딩스,065410,1746110009892
00240370,동부씨엔아이,044640,1101111054339
00247887,아이피에스,051820,1347110016439
00268358,에스브이에이치,046240,1801110241743
00316488,제이콤,060750,1352110004813
00264130,옥션,043790,1101111253569
00540304,네이쳐글로벌,088020,1101111965875
00617299,GB블루오션베트남주식혼합형투자회사1호,094950,1101113593757
00262275,엠씨티티코어,052210,1101111368938
00200798,에이스앤파트너스,032930,1101110305858
00335924,지앤디윈텍,061050,1101111552812
00111591,인터피온반도체,014010,1115110001788
00189343,솔로몬저축은행,007800,1101110128341
00252588,엠트론스토리지테크놀로지,046320,1101110736194
00267997,에스티앤아이,031800,1344110006030
00367376,사이노젠,064060,1101110739487
00299686,유퍼트,060670,1101110527650
00463050,엑스로드,074140,1101111841926
00238913,선우중공업,068770,1101110543614
00107446,남양,003020,1801110006569
00114303,엘지데이콤,015940,1101110315948
00318617,LG파워콤,045820,1101111863889
00267775,동산진흥,031960,1101110174865
00394574,티이씨,067950,1301110049121
00110176,한국기술산업,008320,1301110006949
00349787,지케이파워,054020,1101111819189
00136554,스타맥스,017050,1748110001224
00144562,유성티에스아이,024870,1845110002698
00370547,네오리소스,058550,1341110049581
00242439,케이알,035950,1101110854475
00134060,씨앤상선,000790,1101110385256
00392600,투미비티,058900,1101111170408
00259855,코아정보시스템,039990,1101110736251
00385451,케이에스리소스,066340,1101111736888
00258944,세계투어,047600,1101111022162
00451268,케이이엔지,077960,1760110019338
00336570,사이버패스,063280,1101112034372
00363325,산양전기,079870,1341110027363
00148188,으뜸상호저축은행,032150,2201110001312
00508566,국제개발,080570,1748110037336
00133928,세신,004230,1845110000858
00540784,골든브릿지더블유엠경매부동산일호투자회사,084160,1101113209437
00298252,엘앤피아너스,061140,1101111250648
00264556,에이스일렉트로닉스,038690,1355110096749
00581000,디앤샵,090090,1101113449843
00359094,더체인지,054120,1741110008836
00686970,다산자기관리부동산투자회사,105380,1101113801530
00255309,써니트렌드,035500,1101110926620
00362380,뉴젠비아이티,054650,1101110973077
00244862,룩소네이트,033880,1101111398224
00301015,한서제약,044070,1345110003662
00297165,현대오토넷,042100,1344110015057
00105767,LG마이크론,016990,1753110001075
00173397,서광건설산업,001600,1101110028757
00259606,플러스프로핏,036660,1101110644850
00178471,한와이어리스,037020,1201110003228
00331733,포휴먼,049690,1101110626171
00104892,알이네트웍스,023670,1201110045759
00647917,케이알제2호개발전문위탁관리부동산투자회사,101790,1101113777004
00597764,미래에셋맵스오퍼튜니티베트남주식혼합형투자회사1호,094520,1101113569550
00355821,씨티엘테크,088960,1501110046602
00329677,이디디컴퍼니,052650,1101110664684
00244871,케이티프리텔,032390,1101111360405
00246383,메카포럼,035830,1101110857601
00345499,에스피코프,048130,1101111752800
00348140,이롬텍,045400,1349110002359
00215107,이앤텍,047450,1301110006783
00106508,기린,006070,1801110061935
00560991,맥스브로,088810,1358110124049
00265263,토자이홀딩스,037700,1101111506835
00142564,우방,013200,1701110008658
00198572,동양매직,023020,1101110893374
00642648,코웰이홀딩스유한공사,900020,
00537443,아구스,078670,1352110007792
00113173,대한은박지,007480,1345110000973
00441872,인스프리트,073130,1311110054020
00480844,하이럭스,079340,1159110055957
00262044,트리니티,053070,1545110007404
00101442,카라반케이디이,032570,1101110533657
00295875,더존디지털웨어,045380,1101111219298
00441298,디보스,080140,1760110021333
00263885,포네이처,045290,1101110834782
00475532,테이크시스템즈,076090,1350110067229
00130204,폴켐,033190,1341110008892
00128731,유리이에스,007050,1101110089717
00325981,에프아이투어,047370,1101110823454
00540021,모빌탑,085680,1101111670630
00362089,올리브나인,052970,1101111803869
00228916,디패션,030420,1101110609127
00114215,알덱스,025970,1101110369664
00264103,에이엠에스,044770,1101110569412
00109648,오라바이오틱스,016160,1101110322381
00261212,시노펙스그린테크,037320,1101111320459
00348007,야호커뮤니케이션,059720,1101111706766
00275808,브이케이,048760,1101111462889
00375579,팬택앤큐리텔,063350,1344110017532
00197324,팬텀엔터테인먼트그룹,025460,1101110702848
00339063,삼성수산,052560,1101111385510
00538497,동북아15호선박투자회사,084240,1801110520254
00329084,비엔디,047940,1648110005799
00225140,쌈지,033260,1101110979645
00101947,브이오산업,018890,1301110011328
00287724,코디콤,041800,1101111329112
00347840,제네시스엔알디,052640,1101111000085
00504357,동북아6호선박투자회사,080410,1801110495267
00269339,인네트,041450,1101111275787
00634959,한국월드와이드아시아태평양특별자산1호투자회사,098150,1101113665283
00267094,헤파호프코리아,039350,1101111301095
00142698,휴리프,006210,1801110001048
00350057,하이스마텍,057100,1101111577919
00721981,삼성디지털이미징,108070,1358110162239
00248691,씨제이인터넷,037150,1101110330962
00335562,엠넷미디어,056200,1101111051814
00369675,온미디어,045710,1311110050169
00265078,유니텍전자,039040,1101110853170
00267809,위더스기술금융,019430,1801110069517
00314000,클라스타,037550,1101110703367
00355292,아시아미디어홀딩스,052810,1101110767206
00386557,아이스테이션,056010,1348110047896
00548865,동북아21호선박투자회사,088010,1801110535120
00221320,에이스디지텍,036550,1301110035477
00124054,부산저축은행,007830,1801110005701
00301486,에피밸리,068630,1760110014198
00149248,아세아페이퍼텍,009380,1341110000939
00311298,오페스,053470,1101111123134
00348557,액티투오,047710,1348110027616
00265342,에이치에스씨홀딩스,038920,1101111020215
00156734,한국고덴시,027840,2149110001637
00208693,나리지*온,036850,2149110003948
00128953,프로비타,014420,1243110013055
00428792,제로원인터랙티브,069470,1743110003204
00148744,제일화재해상보험,000610,1101110017586
00518873,동북아9호선박투자회사,083120,1801110513308
00300779,굿이엠지,051530,1201110199829
00397766,아이드림,066850,1701110186040
00174305,조인에너지,004820,1845110000585
00320807,태광이엔시,048140,1341110032312
00106492,렉스엘이앤지,004790,1101110071756
00592583,코리아퍼시픽05호선박투자회사,093400,2201110058024
00275260,엑큐리스,048460,1350110074357
00183914,우경,025920,1746110004438
00481676,세미텍,081220,1543110007101
00104971,그린손해보험,000470,1101110007082
00269773,대양글로벌,040180,1101110892136
00334767,엔하이테크,046720,1201110105727
00453752,제너시스템즈,073930,1101111885099
00140919,엘트온,015050,1243110011273
00255840,태산엘시디,036210,1101110342404
00133034,성원건설,012090,1101110211526
00161028,대우송도개발,004550,1201110005414
00174475,현대금속,018410,1701110021634
00251482,트라이써클,034010,1101110848973
00259536,네스테크,037540,1101110728381
00505198,동북아5호선박투자회사,080980,1801110490522
00679730,파브코,101990,1701110355257
00350118,뉴젠아이씨티,054150,1101110364408
00352295,인젠,041630,1601110068729
00240088,지앤에스티,036920,1101110529903
00356158,영진코퍼레이션,053330,1715110000382
00560025,코크렙제8호위탁관리부동산투자회사,090540,1101113460394
00140380,유니온스틸,003640,1101110041501
00101275,경남모직,001670,1901110004107
00334493,씨티앤티,050470,1101111489982
00244589,지노시스템,033850,1801110076645
00164292,동원데어리푸드,003900,1301110001064
00371519,휴먼텍코리아,066060,1101111588677
00126593,에스에스씨피,071660,1341110011928
00220181,평산,089480,1801110150655
00254009,지디코프,036610,1101111430117
00505541,아시아퍼시픽2호선박투자회사,081190,1801110493386
00240398,무한투자,034510,1601110057665
00349468,블루젬디앤씨,053040,1101111458482
00252393,예당컴퍼니,049000,1101110898423
00229818,터보테크,032420,1101110569694
00154189,케이비물산,008540,2149110000465
00680161,연합과기공고유한공사,900030,
00102645,글로스텍,012410,1201110005290
00844884,중국고섬공고유한공사,950070,
00592592,코리아퍼시픽06호선박투자회사,093410,2201110058032
00268437,나노트로닉스,010670,1341110002472
00164195,에이원마이크로,037380,1101110269351
00264811,에이프로테크놀로지,045470,1101110542327
00208301,성우몰드,053440,1845110005155
00676380,모린스,110310,1116110072703
00543231,디지텍시스템스,091690,1350110106093
00103121,세븐코스프,017160,1201110018996
00122436,배명금속,011800,1201110004672
00505189,동북아4호선박투자회사,080970,1801110490514
00271413,사라콤,040020,1801110015750
00245296,폴리플러스,065610,2047110001873
00188122,하나물산,036280,1615110002174
00480905,영찬테크,085990,1101111627590
00890333,케이비부국제1호개발전문위탁관리부동산투자회사,149130,1101114550996
00510534,아시아퍼시픽8호선박투자회사,081930,1801110497312
00150855,진흥저축은행,007200,1101110112724
00173634,에듀언스,009010,1301110001577
00830377,성융광전투자유한공사,900150,
00224567,샤인시스템,066300,1101110432908
00582054,씨모텍,081090,1101112517120
00125929,에스컴,014900,1301110008359
00502793,아시아퍼시픽1호선박투자회사,080180,1801110487701
00505550,아시아퍼시픽3호선박투자회사,081200,1801110493394
00104704,한국저축은행,025610,1101110338693
00361035,미리넷,056710,1101111180514
00630111,3노드디지탈그룹유한공사,900010,
00264802,유일엔시스,038720,1760110007052
00399773,케이피케미칼,064420,2301110082112
00257529,이루넷,041030,1101110838528
00416706,유에이블,071530,1101110698914
00121251,네오퍼플,028090,1101110072572
00173324,경윤하이드로에너지,019120,1713110000708
00121729,롯데미도파,004010,1101110045983
00162577,셀텍,019260,1101110503783
00351153,위다스,056810,1311110024479
00126885,에스와이코퍼레이션,008080,1901110001898
00264741,어울림네트웍스,042820,1101110229149
00266989,에이디모터스,038120,1712110005015
00260693,평안물산,037240,1101111192626
00267951,아큐텍,013780,1101110245913
00132114,선진지주,014300,1344110000735
00502474,동북아2호선박투자회사,080030,1801110487363
00579379,금강제강,105070,1845110018679
00264857,아라온테크,041060,1101111257339
00375302,우리금융지주,053000,1101112202797
00252658,코리언일랙트로닉스파워소스,046810,1101110389620
00264848,대국,042340,1101111305964
00138376,쎄라텍,041550,1341110029749
00251190,글로웍스,034600,1101110712392
00694003,중국식품포장유한공사,900060,
00505170,동북아3호선박투자회사,080960,1801110490506
00259439,지아이바이오,035450,1101111443798
00207436,알에스넷,046430,1101110401739
00408585,나이스메탈,072530,1101111364811
00111829,대웅바이오,016890,1311120004827
00956028,엑세스바이오,950130,
00115038,하나IB증권,003330,1101110038673
00288653,퓨쳐비젼,042570,1101110564371
00303837,이레전자산업,045310,1101111322653
00330017,레이더스컴퍼니,047420,1101111210436
00264769,포이보스,038810,1101110969886
00308948,미디어코프,053890,1101111574965
00321222,케이디세코,073780,1101111686033
00361202,이노블루,066200,1101110974306
00450728,도움,078610,1211110061647
00535773,엑스씨이,081500,1311110046952
00152950,코오롱유화,011020,1101110191405
00296069,세라온홀딩스,050600,1341110062210
00521956,현대경매부동산일호투자회사,083160,1101113128116
00360540,우수씨엔에스,060550,1101110924757
00593519,동북아31호선박투자회사,093730,2201110058214
00194372,후야인포넷,032050,1101110528658
00154693,이레아이엔씨,036900,1101110681399
00106650,카스코,005330,1942110002593
00368791,모델라인,064720,1601110071219
00220552,청람디지탈,035270,1341110034251
00301626,플래닛팔이,057330,1101110907836
00294371,한텔,041940,1101111334963
00353683,코스모스피엘씨,053170,1101111455264
00252375,나노하이텍,071360,1301110018382
00260903,쓰리소프트,036360,1101110980676
00261461,트라이콤,038410,1101110952047
00265218,케이엔에스홀딩스,036760,1101110859425
00471989,지비에스,076170,1942110065195
00306986,피더블유제네틱스,065910,1101110840424
00356644,엠텍반도체,054440,1101110836530
00305695,세니콘,056060,1101110665442
00151252,에스와이,004530,1348110000092
00257051,유씨아이콜스,065810,1101111501249
00459589,코크렙제3호CR리츠,073530,1101112835473
00264839,아이비진,039060,1601110054091
00366164,아이티센네트웍스,057110,1701110119869
00436728,리얼티코리아제1호기업구조조정부동산투자,072450,1101112762999
00136235,BHK,003990,1101110045686
00328854,포넷,048270,1101111333890
00120960,맥슨텔레콤,009890,1501110001127
00220446,예일바이오텍,054250,1845110004503
00119733,엔토리노,032590,1344110000347
00119423,두림티앤씨,033330,1101110376750
00557067,동북아27호선박투자회사,089170,1801110545179
00557058,동북아28호선박투자회사,089180,1801110545187
00557030,동북아30호선박투자회사,089200,1801110545137
00557049,동북아29호선박투자회사,089190,1801110545195
00244330,현주컴퓨터,038960,1101110886254
00120100,LG석유화학,012990,1101110226905
00246657,오브제,058680,1101111048960
00130037,휴닉스,009790,1201110019407
00405074,세이프아시아,066330,1101112493677
00398534,코크렙제1호기업구조조정부동산투자회사,067910,1101112516180
00234449,제이엠피,054790,1211110046673
00165200,위너스인프라인,005760,1101110094203
00150183,AP우주통신,015670,1650110000413
00268482,조이토토,044370,1101111056343
00363033,한도하이테크,060660,1101110538194
00364227,에너윈,055970,1101111002510
00458915,유레스메리츠제1호,073470,1101112830580
00386876,교보메리츠퍼스트기업구조조정부동산투자회사,064900,1101112402941
00163044,한일약품공업,003040,1101110030611
00543073,굿앤리치부동산공경매투자회사1호,085450,1101113232941
00160445,한국합섬,025830,1760110003232
00554468,굿앤리치부동산공경매투자회사2호,088510,1101113313395
00165565,디에스피이엔티,016040,1301110010312
00300256,시큐어소프트,037060,1101111347859
00138491,동부일렉트로닉스,001830,1101110033821
00102821,고려시멘트,003660,2059110000078
00377814,베스트플로우,060410,1101111078206
00364670,쿨투,056020,1101111132721
00143013,우영,012460,1101110299308
00263991,모빌링크텔레콤,041310,1101110586119
00105183,극동제혁,010200,1152110002548
00173254,한마음상호저축은행,025450,1801110021434
00101637,그로웰전자,009220,1101110151821
00124513,부흥,003930,1101110038574
00139418,알루코,021570,1545110001159
00154417,퍼시픽글라스,009080,1345110000981
00119362,아이인프라,008780,1753110000093
00140353,씨크롭,016970,1344110001543
00170451,외환신용카드,038400,1101110575401
00267793,삼화기연,033210,1243110011504
00260639,대흥멀티미디어통신,037250,1101110434798
00153852,텔슨정보통신,018180,1101110394455
00248956,비이티,036820,1154110008154
00390028,코오롱인터내셔널,063510,1353110005727
00260888,엔써커뮤니티,037750,1101111156549
00275710,써미트테크놀로지,039000,1101111293739
00172103,코리아이앤디,027440,1753110000043
00263955,트래픽아이티에스,038050,1101110926513
00261601,호성,035870,1545110003692
00265254,넥스텔,037220,1101111059024
00255266,쓰리알,037730,1348110027567
00259916,그로웰텔레콤,035780,1101110416530
00131434,서통,001150,1101110028062
00271352,테크메이트,043690,1101110797807
00244932,한아시스템,036020,1101110788236
00348052,엔에스아이,053250,1101111213919
00367598,케이티씨텔레콤,055810,1244110013251
00267720,신한SIT,054530,1801110159532
00147949,스마텔,004190,1101110051401
00203458,동방라이텍,025690,1101110553192
00130000,아이텍스필,008030,1115110000566
00145534,이수세라믹,032180,1101110531586
00425360,코크렙제2호기업구조조정부동산투자회사,070540,1101112633588
00141334,영풍산업,002850,1101110027014
00384452,모닷텔,048150,1101111590656
00103583,광덕물산,003590,1101110044729
00162142,동원증권,005890,1101110003816
00236021,우주통신,054080,1349110005016
00106483,기라정보통신,019930,1201110040494
00208374,텔슨전자,027350,1101110841604
00309983,하이콤정보통신,048540,1101110716667
00277727,미래에셋굿라이프혼합형자녀를위한펀드5-1,037500,1101111815236
00136217,한메엔에스,006150,1760110003349
00229827,이지클럽,038980,1201110015645
00247902,넷컴스토리지,037010,1101110762876
00318477,모디아,046000,1101111573454
00246815,성진산업,037650,2149110006512
00260921,아이엠아이티,038100,1101110950710
00247762,맥시스템,036880,1101110892615
00350224,슈마일렉트론,056500,1101111592157
00101992,센추리,006750,1243110000953
00151614,베네데스하이텍,009360,1801110019554
00179832,에스오케이,032610,1101110298665
00241120,세원텔레콤,036910,1201110075243
00277985,한강구조조정기금,036060,1101111589766
00325918,케이엔티,036590,1101111546633
00110981,대아리드선,009940,1101110165757
00116499,동신제약,006600,1101110166250
00104467,국민은행,031150,1101110545553
00257361,월드텔레콤,047610,1501110023197
00358730,업필,054370,1341110063268
00248406,화림모드,045920,1101111280992
00348788,디이시스,053200,1243110009450
00110963,대아건설,000380,1601110001844
00149840,중앙제지,005600,1341110000418
00267021,창민테크,042960,1101110993801
00330406,씨제이엔터테인먼트,049370,1101111445231
00110079,대백쇼핑,027700,1746110004876
00141440,지니웍스,036600,1748110002035
00135670,신광기업,001580,1201110002486
00144933,유진종합개발,023420,1201110019746
00371139,휘튼,066480,1501110030340
00218654,엠바이엔,031970,1101110717615
00115852,두산건설,002950,1101110003444
00113696,대호,001980,1101110006670
00253514,한신코퍼레이션,037120,1101110877394
00105509,금강화섬,010730,1101110183006
00163178,우리증권,001280,1101110031544
00264185,피코소프트,039580,1101110964555
00265157,바이오시스,035960,1452110002518
00270405,윌텍정보통신,039390,1101111238735
00125406,삼도물산,002930,1101110004864
00258731,현대멀티캡,035910,1311110033264
00822572,씨아이에스,144630,1701110233122
00423609,LG생명과학,068870,1101112581183
00580603,코리아퍼시픽01호선박투자회사,090970,1801110546614
00580612,코리아퍼시픽02호선박투자회사,090980,1801110546622
00317830,신양오라컴디스플레이,086830,1243110027113
00311030,미래에셋증권,037620,1101111821423
00439053,이룸지엔지,050640,1101111753452
00992312,에스와이이노베이션,194860,1351110108279
00580621,코리아퍼시픽03호선박투자회사,090990,1801110546630
00580630,코리아퍼시픽04호선박투자회사,091000,1801110546648
00262123,유아이에너지,050050,1101110539390
00533696,아시아퍼시픽14호선박투자회사,083610,1801110514603
00140362,제이에스전선,005560,1243110004327
00533757,아시아퍼시픽13호선박투자회사,083600,1801110513580
00533580,아시아퍼시픽10호선박투자회사,083570,1801110513556
00533793,아시아퍼시픽11호선박투자회사,083580,1801110513564
00533836,아시아퍼시픽12호선박투자회사,083590,1801110513572
00144766,호반산업,004320,1101110055859
00525527,실리콘화일,082930,1101112645517
00372989,비엔씨컴퍼니,058370,1101110695332
00529523,동북아11호선박투자회사,083360,1801110514231
00526474,동북아14호선박투자회사,083390,1801110514265
00302801,디아이디,074130,1615110027677
00124018,부산방직공업,025270,1801110061943
00255071,현대에이치씨엔동작방송,034750,1101110594097
00364926,플렉스컴,065270,1201110151499
00350491,웹솔루스,160350,1101112151803
00450214,마이스코,088700,1801110137992
01022054,솔트웍스,222520,1955110112874
00164955,현대페인트,011720,1201110018285
00790501,한진해운,117930,1101114231835
00272412,글라소울,045050,1101110600795
00207542,팬택자산관리,025930,1101110766018
00394778,케이엔씨글로벌,068150,1101111473357
00446460,아이디에스,078780,1801110283951
00188946,훈영,017170,1341110022909
00137702,한솔아트원제지,007190,1348110000034
00418476,엠제이비,074150,1101112080276
00587101,바다로3호선박투자회사,092630,2201110057456
00351047,아이팩토리,053810,1801110099572
00778040,거북선5호선박투자회사,114130,2201110070979
00778059,거북선6호선박투자회사,114140,2201110070995
00126229,삼성물산,000830,1101110002975
00496003,피엘에이,082390,1601110098255
00359030,닉스테크,063840,1101111204538
00510914,아시아퍼시픽9호선박투자회사,081940,1801110502632
00697329,거북선4호선박투자회사,108890,2201110068122
00149664,중앙건설,015110,1101110284268
00318839,미래에셋새천년코리아벤처펀드일호,042950,1101111879191
00130897,하나은행,002860,1101110015671
00183260,에이스하이텍,071930,1748110000664
00246347,태창파로스,039850,1101110830649
00599230,평산차업집단유한공사,950010,
00970277,스탠다드펌,179280,1352110023037
00122922,벽산건설,002530,1101110016827
00116860,NH농협증권,016420,1101110337041
00505569,아시아퍼시픽4호선박투자회사,081210,1801110493401
00160612,한화화인케미칼,025850,1101110234859
00659435,정다운,224090,2055110008624
00232317,지오엠씨,033030,1101110418940
00130860,에듀패스,031950,1101110403256
00113632,아이디에이치,026230,1701110039009
00837680,거북선7호선박투자회사,134000,1801110727131
00130815,서울상호저축은행,016560,1101110339427
00248123,와이즈파워,040670,1101110723670
00788807,코크렙제15호기업구조조정부동산투자회사,121550,1101114218742
00270432,티브로드한빛방송,043890,1350110067071
00648697,거북선3호선박투자회사,102000,1801110602094
00165529,동성하이켐,013450,1101110237928
00419989,클루넷,067130,1101112523010
00637114,코리아퍼시픽07호선박투자회사,099210,1801110597948
00361114,씨유전자,056340,1345110005981
00125628,삼목강업,158380,1101110021628
00265227,에스비엠,037630,1101111450016
00267669,솔빛미디어,044440,1101111606825
00693800,에프지엔개발전문자기관리부동산투자회사,119250,1101113900035
00991012,판타지오,187770,1101113969750
00164469,현대하이스코,010520,1101110302416
00586652,거북선1호선박투자회사,092970,2201110057563
00132105,삼양제넥스,003940,1101110134463
00345657,코아에스앤아이,052350,1244110024117
00810531,자원메디칼,181980,1601110077944
00127370,삼우이엠씨,026250,1101110227557
00261124,어울림정보기술,038320,1301110045210
00244729,티브로드도봉강북방송,035210,1101111011909
00138127,티이씨앤코,008900,1101110264343
00156521,화인자산관리,010460,1101110176548
00446831,세실,084450,1101110768262
00127024,삼양엔텍,008720,1243110012932
00120377,로케트전기,000420,2001110002819
00136970,신일건업,014350,1101110262769
00148328,제일모직,001300,1701110000076
00842479,퓨얼셀파워,139170,1101112195877
00907660,아루히,950100,
00351269,지티앤티,053870,1101111222788
00350251,모아에스앤에스,052880,1201110124090
00206127,어울림엘시스,033280,1701110051988
00846396,이코리아자기관리부동산투자회사,138440,1101114409581
00144155,SK,003600,1101110022816
00678281,에이치앤아이,103650,1201110226458
00314888,디에스,051710,1348110038241
00653990,유니드코리아,110500,1348110119885
00451116,아이레보,072430,1101111467988
00159926,포스코티엠씨,010150,1348110003343
00648688,거북선2호선박투자회사,101380,1801110602151
00512550,아시아퍼시픽5호선박투자회사,082240,1801110497289
00512532,아시아퍼시픽7호선박투자회사,082260,1801110497304
00512541,아시아퍼시픽6호선박투자회사,082250,1801110497297
00636045,넥솔론,110570,1101113720673
00632331,디피앤케이,189700,2001110244742
00974459,비앤에스미디어,156170,1101112676562
00461690,세화피앤씨,085980,1348110000919
01111057,에스지에이시스템즈,232290,1101113365643
00653112,미래자원엠엘,233190,1101111517957
00823687,웨이포트유한공사,900130,
00318538,아스팩오일,232360,1801110293976
00855145,하이골드오션2호선박투자회사,139200,2201110079806
00110495,대성합동지주,005620,1101110090780
00722500,중국원양자원유한공사,900050,
01018167,캐로스,260490,1344110040450
00533678,아시아퍼시픽15호선박투자회사,083620,1801110514611
00686147,신성에프에이,104120,1311110215664
00686068,신성이엔지,104110,1311110215656
00783246,글로벌에스엠,900070,
00163619,한진피앤씨,061460,1101110652481
00967778,나이코,192240,1712110063972
00267960,에스에스컴텍,036500,1545110000870
00529310,동북아10호선박투자회사,083350,1801110514223
00413824,제이앤유글로벌,086200,1101111737688
01010572,패션플랫폼,256090,1101114126127
01111765,에스엠로보틱스,252940,1345110171542
01115257,시냅스엠,246830,1101113389586
00408336,인산가,062580,1952110000588
01095892,태경피엔에스,235090,1101115021326
00130949,카카오엠,016170,1341110010706
00202778,썬코어,051170,1101110242167
01090921,케이엠제약,237720,1101112201799
00148717,도레이케미칼,008000,1748110000151
00959265,디와이엘엔제이,207230,2001110289516
00447478,엔에스브이,095300,1801110158419
00163789,심팩메탈,090730,1101110027402
00838421,씨제이이앤엠,130960,1101114434554
00842327,완리인터내셔널홀딩스,900180,
00156044,하림홀딩스,024660,2150110001021
00109170,대덕GDS,004130,1301110007640
00207223,위너지스,026260,1341110031273
00454265,스틸플라워,087220,1801110311083
01170962,GRT,900290,
00348177,트레이스,052290,1101111120982
00264644,넥스콘테크놀러지,038990,1615110021158
00334244,덴소코리아,047060,1942110000141
00535719,프렉코,082220,1201110227761
00790121,차이나하오란리사이클링유한공사,900090,
00569992,원익테라세미콘,123100,1348110068694
00925453,나무기술,167380,1101112373358
00232496,씨그널엔터테인먼트그룹,099830,1101110744139
01088458,극동자동화,272420,1812110015913
00108047,세원화성,007910,1601110004179
00600013,맵스리얼티1,094800,1101113595852
00609254,세왕,111610,1101113409136
01117495,에스와이제이,251540,1201110703597
00835734,피엠디아카데미,144740,1101113953670
01119217,본느,242420,1311110227057
00865382,트러스와이제7호위탁관리부동산투자회사,140890,1101114547357
00149877,중앙바이오텍,015170,1301110009761
00123514,보진재,030950,1101110005432
01139266,로스웰,900260,
01018954,제이에스피브이,250300,1201110453598
00921475,자비스,230400,1358110080712
00619020,세종머티리얼즈,135270,1101111956973
01095397,줌인터넷,229480,1101114113273
01051339,한국비엔씨,226610,1348110143438
01113277,인프라웨어테크놀러지,247300,1101113676404
00252755,씨앤케이인터내셔널,039530,1101110676811
01181940,아이엘사이언스,122050,1311110221637
00580180,포인트엔지니어링,176560,1201110170978
00473400,한컴지엠디,077280,1101111372236
00100717,아이이,023430,1101110370439
00503899,사조해표,079660,1101113076779
00133317,에스티씨라이프,026220,1301110028852
00200956,현대정보기술,026180,1101110628078
01113781,영현무역,242850,1101111869043
01212383,엔케이맥스,262760,1311110434149
00527880,썬테크놀로지스,122800,1348110067844
00117638,동양텔레콤,007150,1101110109763
01063963,유쎌,252370,2149110029209
00656340,소프트캠프,210610,1101111735880
01194892,알로이스,271400,1311110423663
00222806,에임하이글로벌,043580,1201110007618
00389679,해피드림,065180,1301110036318
00526465,동북아13호선박투자회사,083380,1801110514257
00324104,디케이씨,047440,1351110039820
00410678,다린,204690,1943110004967
00291152,디비엘,041500,1101110935283
